City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
180,Kaduqli,SD,2021-11-28 04:06:53,11.0167,29.7167,75.22,30,5,9.26
181,Kortkeros,RU,2021-11-28 04:07:54,61.8106,51.5806,30.2,96,100,6.73
182,Havoysund,NO,2021-11-28 04:07:54,70.9963,24.6622,18.48,79,68,19.06
183,Bosaso,SO,2021-11-28 04:07:54,11.2842,49.1816,78.44,69,11,2.21
184,Ereymentau,KZ,2021-11-28 04:07:55,51.6199,73.1033,8.26,78,8,10.54
185,Likasi,CD,2021-11-28 04:07:55,-10.9814,26.7333,59.97,97,84,3.29
186,Pisco,PE,2021-11-28 04:04:54,-13.7,-76.2167,66.25,82,0,5.75
187,Watertown,US,2021-11-28 04:07:55,42.3709,-71.1828,29.05,63,1,6.91
188,Beni Suef,EG,2021-11-28 04:07:56,29.0731,31.0979,64.56,33,34,1.92
189,Villa Carlos Paz,AR,2021-11-28 04:07:56,-31.4241,-64.4978,58.28,92,100,4.52
190,El Tigre,VE,2021-11-28 04:07:57,8.8875,-64.2454,74.91,86,92,9.48
191,Usinsk,RU,2021-11-28 04:01:10,65.9939,57.5281,-12.86,100,77,4.61
192,Belorechensk,RU,2021-11-28 04:07:57,44.76,39.87,41.72,78,100,8.7
193,Santa Isabel Do Rio Negro,BR,2021-11-28 03:59:57,-0.4139,-65.0192,75.6,90,99,0.51
194,Lawrence,US,2021-11-28 04:04:54,38.9717,-95.2353,52.54,61,1,9.22
195,Gopalpur,IN,2021-11-28 04:07:58,19.2667,84.9167,77.14,56,24,12.46
196,Bereda,ES,2021-11-28 04:07:58,43.2686,-7.5406,37.15,92,92,2.91
197,Carnarvon,AU,2021-11-28 04:07:58,-24.8667,113.6333,91.47,43,0,16.11
198,Olafsvik,IS,2021-11-28 04:07:59,64.8945,-23.7142,37.45,97,100,10.54
199,Nioro,GM,2021-11-28 04:07:59,13.35,-15.75,74.62,33,3,6.02
200,Brae,GB,2021-11-28 04:07:49,60.3964,-1.353,31.91,61,99,17.05
201,Findlay,US,2021-11-28 04:04:58,41.0442,-83.6499,38.05,87,90,5.75
202,Nova Olimpia,BR,2021-11-28 04:08:00,-14.7972,-57.2881,75.45,84,89,4.16
203,Coquimbo,CL,2021-11-28 04:08:00,-29.9533,-71.3436,58.73,88,0,2.3
204,Dabat,ET,2021-11-28 04:08:00,12.9842,37.765,52.12,71,0,8.99
205,Cap-Aux-Meules,CA,2021-11-28 04:08:01,47.3821,-61.8597,36.01,68,100,37.69
206,Luderitz,NA,2021-11-28 04:08:01,-26.6481,15.1594,59.2,84,12,6.53
207,Bilma,NE,2021-11-28 04:02:27,18.6853,12.9164,70.92,20,73,6.44
208,Asyut,EG,2021-11-28 04:08:01,27.181,31.1837,63.16,30,19,2.3
209,Cap Malheureux,MU,2021-11-28 04:08:02,-19.9842,57.6142,77.92,70,0,12.21
210,La Rochelle,FR,2021-11-28 04:08:02,46.1667,-1.15,42.87,70,0,26.46
211,Jashpurnagar,IN,2021-11-28 04:08:02,22.9,84.15,66.54,39,97,3.53
212,Moose Factory,CA,2021-11-28 04:01:03,51.2585,-80.6094,7.56,97,65,3.69
213,Boende,CD,2021-11-28 04:08:03,-0.2167,20.8667,71.49,89,92,2.08
214,Bandar-E Lengeh,IR,2021-11-28 04:08:03,26.5579,54.8807,76.15,62,2,6.6
215,Corumba,BR,2021-11-28 04:08:03,-19.0092,-57.6533,76.95,72,54,2.57
216,Luena,AO,2021-11-28 04:08:04,-11.7833,19.9167,61.25,97,100,1.48
